title,steamAppID,releaseDate,normalPrice,metacriticScore,steamRatingText,steamRatingPercent,developers,publishers
The Falconeer,1135260,2020-11-10,19.99,68,Very Positive,81,Tomas Sala,Wired Productions
Alex Kidd in Miracle World DX,1333470,2021-06-22,19.99,67,Very Positive,84,Merge Games,Merge Games
Project Freedom,34810,1970-01-01,2.99,71,Very Positive,86,City Interactive,CI Games
DeadCore,284460,2013-08-13,9.99,78,Very Positive,85,5 Bits Games,BANDAI NAMCO Entertainment
Euro Truck Simulator 2,227300,2013-01-16,19.99,79,Overwhelmingly Positive,97,SCS Software,SCS Software
House of the Dying Sun,283160,2016-11-01,19.99,76,Very Positive,89,"Marauder Interactive, LLC","Marauder Interactive, LLC"
Detached,436230,2017-02-22,24.99,67,Mixed,63,Anshar Studios,Anshar Studios
Iron Sky Invasion,224900,2012-12-13,19.99,49,Mixed,60,Reality Pump,Topware Interactive
Bound By Flame,243930,2014-05-08,6.99,56,Mixed,66,Spiders,Focus Entertainment
Driver Parallel Lines,21780,2007-06-26,9.99,61,Very Positive,90,Ubisoft Reflections,Ubisoft
Radio Commander,871530,2019-10-10,19.99,65,Mostly Positive,73,Serious Sim,PlayWay S.A.
The Alien Cube,1099220,2021-10-14,19.99,72,Very Positive,83,Alessandro Guzzo,Alessandro Guzzo
Baldur's Gate: Enhanced Edition,228280,2012-11-28,19.99,78,Very Positive,91,Beamdog,Beamdog
SteamWorld Heist,322190,2016-06-07,14.99,81,Overwhelmingly Positive,96,Image & Form Games,Image & Form Games
We. The Revolution,736850,2019-03-21,19.99,75,Mostly Positive,76,Polyslash,Klabater
Genesis Rising,3230,1970-01-01,4.99,57,Mostly Negative,28,Metamorf,THQ Nordic
BADLAND: Game of the Year Edition,269670,2015-05-26,9.99,79,Very Positive,86,Frogmind,Frogmind
Tom Clancy's Rainbow Six Lockdown,15000,2006-02-16,9.99,59,Mixed,58,Red Storm Entertainment,Ubisoft
SINNER: Sacrifice for Redemption,691280,2018-10-22,18.99,63,Mixed,66,DARK STAR,Neon Doctrine
Freaky Awesome,622370,2017-10-18,9.99,54,Mixed,57,Mandragora,Mandragora
Making History: The Calm and the Storm,6250,2007-03-13,3.99,70,Mostly Positive,79,Muzzy Lane,Strategy First
Drug Dealer Simulator,682990,2020-04-16,19.99,59,Very Positive,87,Byterunners,Movie Games S.A.
Darkstar One,12330,2006-08-14,8.99,71,Very Positive,82,Ascaron Entertainment ltd.,Strategy First
American Truck Simulator,270880,2016-02-02,19.99,76,Overwhelmingly Positive,96,SCS Software,SCS Software
Keep Talking and Nobody Explodes,341800,2015-10-08,14.99,71,Overwhelmingly Positive,97,Steel Crate Games,Steel Crate Games
"Trolley Problem, Inc.",1582680,2022-04-21,10.99,76,Mixed,67,Read Graves,Yogscast Games
Bus Driver,302080,2007-03-22,4.99,61,Very Positive,81,SCS Software,SCS Software
Ragnarock,1345820,2021-07-15,24.99,87,Overwhelmingly Positive,95,WanadevStudio,WanadevStudio
Feudal Alloy,699670,2019-01-17,16.99,76,Mixed,68,Attu Games,Attu Games
Chasm,312200,2018-07-30,19.99,72,Mostly Positive,74,"Bit Kid, Inc.","Bit Kid, Inc."
Stubbs the Zombie in Rebel Without a Pulse,7800,2005-11-21,19.99,72,Very Positive,90,Aspyr,Aspyr
Submarine Titans,1259380,2000-08-03,4.99,69,Very Positive,86,Ellipse Studios,Strategy First
Tower 57,530950,2017-11-16,11.99,72,Mixed,64,Pixwerk,11 bit studios
DOOM VFR,650000,2017-11-30,14.99,69,Mixed,57,id Software,Bethesda Softworks
Call of Cthulhu,399810,2018-10-29,19.99,67,Mostly Positive,78,Cyanide Studio,Focus Entertainment
Manifold Garden,473950,2019-10-18,19.99,85,Overwhelmingly Positive,95,William Chyr Studio,William Chyr Studio
NUTS,768450,2021-02-04,19.99,70,Very Positive,87,"Joon, Pol, Muutsch, Char & Torfi",Noodlecake
MOTHERGUNSHIP: FORGE,1931240,2022-06-16,19.99,84,Very Positive,93,"Terrible Posture Games, Inc.","Terrible Posture Games, Inc."
Don't Knock Twice,328590,2017-09-05,19.99,56,Mostly Positive,72,Wales Interactive,Wales Interactive
SteamWorld Dig,252410,2013-12-05,9.99,76,Very Positive,94,Image & Form Games,Image & Form Games
Manhunt,12130,2004-04-20,9.99,75,Mixed,69,Rockstar North,Rockstar Games
Wolfenstein: Cyberpilot,1056970,2019-07-25,19.99,54,Mixed,46,Arkane Studios,Bethesda Softworks
Dry Drowning,1077970,2019-08-02,19.99,68,Very Positive,83,Studio V,WhisperGames
Razor2: Hidden Skies,34920,2010-07-19,7.99,61,Mostly Negative,22,Invent4 Entertainment,Strategy First
The Shore,1297300,2021-02-19,11.99,59,Mostly Positive,72,Ares Dragonis,Dragonis Games
Moon Hunters,320040,2016-03-10,14.99,62,Very Positive,80,Kitfox Games,Kitfox Games
Shadowgrounds Survivor,11200,2007-11-14,9.99,79,Mixed,61,Frozenbyte,Frozenbyte
Hades,1145360,2018-12-06,24.99,93,Overwhelmingly Positive,98,Supergiant Games,Supergiant Games
Paws and Soul,911510,2020-07-16,11.99,48,Mixed,50,ELECTROSTALIN ENTERTAINMENT,ELECTROSTALIN ENTERTAINMENT
Citadels,238870,2013-07-25,14.99,20,Very Negative,13,Games Distillery s.r.o.,HandyGames
ATOM RPG: Trudograd,1139940,2021-09-13,10.99,80,Very Positive,90,AtomTeam,AtomTeam
Blacksad: Under the Skin,1003890,2019-11-14,19.99,65,Very Positive,85,Pendulo Studios,Microids
The Life and Suffering of Sir Brante,1272160,2021-03-04,19.99,82,Very Positive,91,Sever,101XP
The Count Lucanor,440880,2016-03-03,9.99,78,Very Positive,94,Baroque Decay,Neon Doctrine
Bully: Scholarship Edition,12200,2008-10-21,14.99,72,Very Positive,84,Rockstar New England,Rockstar Games
Fireburst,207190,2012-04-25,7.99,59,Mixed,56,exDream,Strategy First
Deaths Door,894020,2021-07-20,19.99,85,Very Positive,93,Studio Wildcard,Snail Games USA
Road Redemption,300380,2017-10-04,19.99,70,Very Positive,82,EQ Games,Tripwire Presents
Alfred Hitchcock - Vertigo,1449320,2021-12-16,19.99,61,Very Positive,81,Pendulo Studios,Microids
Lost in Play,1328840,2022-08-10,19.99,82,Overwhelmingly Positive,98,Happy Juice Games,Joystick Ventures
Curse of the Dead Gods,1123770,2021-02-23,19.99,78,Very Positive,85,Passtech Games,Focus Entertainment
Encodya,1137450,2021-01-26,24.99,67,Mostly Positive,76,Chaosmonger Studio,Assemble Entertainment
Shadowgrounds,2500,2006-04-25,6.99,74,Very Positive,81,Frozenbyte,Frozenbyte
Nihilumbra,252670,2013-09-24,7.99,75,Very Positive,88,BeautiFun Games,BeautiFun Games
SteamWorld Dig 2,571310,2017-09-22,19.99,85,Overwhelmingly Positive,95,Image & Form Games,Image & Form Games
Hell Architect,1063980,2021-08-18,24.99,59,Mixed,66,Woodland Games,Leonardo Interactive
Doorways: The Underworld,311250,2014-09-17,9.99,50,Mixed,66,Saibot Studios,Saibot Studios
Original Journey,639470,2017-08-16,11.99,66,Mixed,65,Bonfire Entertainment,Another Indie
FixFox,1696220,2022-03-31,14.99,76,Very Positive,88,Rendlike,Joystick Ventures
Aces and Adventures,1815570,2023-02-23,19.99,84,Very Positive,91,Triple.B.Titles,Yogscast Games
Lost Words: Beyond the Page,599610,2021-04-06,14.99,75,Very Positive,95,Sketchbook Games,Modus Games
Doomblade,922050,2023-05-31,14.99,83,Very Positive,90,Muro Studios,Iceberg Interactive
The Curious Tale of the Stolen Pets,1099500,2019-11-14,9.99,73,Very Positive,91,Fast Travel Games,Fast Travel Games
Lamentum,1033950,2021-08-27,15.99,74,Very Positive,87,Obscure Tales,Neon Doctrine
Jupiter Hell,811320,2021-08-05,24.99,78,Very Positive,91,ChaosForge,Hyperstrange
Star Trek: Bridge Crew,527100,2017-05-30,24.99,78,Mostly Positive,76,Ubisoft,Ubisoft
Call of Juarez: Gunslinger,204450,2013-05-22,14.99,79,Overwhelmingly Positive,95,Techland,Techland Publishing
Call of Juarez: Bound in Blood,21980,2009-06-30,9.99,78,Very Positive,85,Techland,Techland Publishing
MouseCraft,252750,2014-07-08,9.99,72,Very Positive,86,Crunching Koalas,Crunching Koalas
Mahokenshi,1717640,2023-01-24,24.99,72,Mostly Positive,78,Game Source Studio,Iceberg Interactive
FlatOut: Ultimate Carnage,12360,2008-08-26,19.99,79,Very Positive,86,Bugbear Entertainment,Strategy First
The Last Case of Benedict Fox,2023360,2023-04-27,24.99,58,Mostly Positive,72,Plot Twist,"Rogue Games, Inc."
Art of Murder  Hunt for the Puppeteer,832540,2009-02-17,4.99,56,Mixed,69,City Interactive S.A.,City Interactive S.A.
Giraffe and Annika,1122100,2020-02-17,19.99,67,Very Positive,91,atelier mimina,PLAYISM
Pizza Connection 3,588160,2018-03-22,19.99,55,Mixed,47,Gentlymad Studios,Assemble Entertainment
Jessika,1251980,2020-08-25,12.49,53,Mixed,68,Tritrie Games,Assemble Entertainment
FlatOut 2,2990,2006-08-01,9.99,76,Overwhelmingly Positive,96,Bugbear Entertainment,Strategy First
Megaquarium,600480,2018-09-13,24.99,69,Very Positive,94,Twice Circled,Twice Circled
The King's Bird,812550,2018-08-23,27.98,67,Mostly Positive,74,Serenity Forge,Graffiti Games
Orangeblood,1042670,2020-01-13,19.99,57,Mostly Positive,71,Grayfax Software,PLAYISM
Ducati World Championship,6270,2007-09-18,3.99,35,Mixed,41,Artematica Entertainment,Strategy First
Elderand,1413660,2023-02-16,19.99,70,Very Positive,80,Mantra,Graffiti Games
Art of Murder - FBI Confidential,809000,2008-07-29,4.99,50,Mostly Positive,72,City Interactive S.A.,City Interactive S.A.
Ceville,23460,2009-02-27,3.99,73,Very Positive,82,Realmforge Studios,Assemble Entertainment
Driftland: The Magic Revival,718650,2019-04-18,19.99,76,Mostly Positive,74,Star Drifters,Star Drifters
NORCO,1221250,2022-03-24,14.99,89,Very Positive,93,Geography of Robots,Raw Fury
Willy Morgan and the Curse of Bone Town,1097110,2020-08-11,19.99,71,Very Positive,86,imaginarylab,WhisperGames
Mind Scanners,1389550,2021-05-20,16.99,76,Very Positive,82,The Outer Zone,Brave At Night
Party Animals,1260320,2023-09-20,19.99,76,Mostly Positive,74,Recreate Games,Source Technology
Blind Fate: Edo no Yami,1294880,2022-09-15,19.99,54,Mixed,67,Troglobytes Games,101XP
FlatOut,6220,2005-07-12,7.49,72,Very Positive,92,Bugbear Entertainment,Strategy First
A Jugglers Tale,1252830,2021-09-29,17.99,74,Very Positive,94,kaleidoscube,Assemble Entertainment
I Expect You To Die 3: Cog in the Machine,2296380,2023-09-28,24.99,89,Very Positive,96,Schell Games,Schell Games
Call of Juarez,3020,2007-06-12,9.99,72,Very Positive,81,Techland,Techland Publishing
Inversion,212410,2012-07-26,9.99,59,Mixed,61,Dnovel,Conglomerate 5
The Darkest Tales,1307690,2022-10-13,19.99,74,Mostly Positive,72,Trinity Team,101XP
Frozenheim,1134100,2022-06-16,19.99,67,Mostly Positive,72,Paranoid Interactive,Hyperstrange
Red Ronin,1222570,2021-03-17,7.99,70,Very Positive,87,Wired Dreams Studio,Wired Dreams Studio
Espire 1: VR Operative,669290,2019-11-22,19.99,68,Mixed,51,Digital Lode,Tripwire Presents
Rise of Insanity,629220,2018-03-01,9.99,62,Mostly Positive,79,Red Limb Studio,Red Limb Studio
Lydia,629000,2017-06-02,3.99,78,Very Positive,88,Platonic Partnership,Nakana.io
Teslagrad 2,1698220,2023-04-19,19.99,71,Very Positive,85,Rain Games,Modus Games
COCOON,1497440,2023-09-29,24.99,88,Overwhelmingly Positive,96,Geometric Interactive,Annapurna Interactive
Sniper Art of Victory,271500,2008-10-16,2.99,36,Mostly Negative,32,CI Games,CI Games
Tom Clancy's Rainbow Six SIEGE,359550,2015-12-01,19.99,79,Very Positive,86,Ubisoft Montreal,Ubisoft
Antihero,505640,2017-07-10,14.99,81,Very Positive,86,Tim Conkling,Versus Evil
PAYDAY 2,218620,2013-08-13,9.99,79,Very Positive,89,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB
The Vale: Shadow of the Crown,989790,2021-08-19,19.99,82,Very Positive,97,Falling Squirrel,Falling Squirrel Inc.
The Wolf Among Us,250320,2013-10-11,14.99,80,Overwhelmingly Positive,97,Telltale,Telltale
Space Empires V,1690,2006-10-16,14.99,68,Mostly Positive,71,Malfador Machinations,Strategy First
Summer in Mara,962580,2020-06-16,19.99,63,Mostly Positive,76,Chibig,Chibig
Mighty Goose,1299360,2021-06-05,19.99,71,Very Positive,85,Blastmode,PLAYISM
Interrogation: You Will Be Deceived,1016770,2019-12-05,12.99,67,Very Positive,81,Critique Gaming,Assemble Entertainment
SIMULACRA 2,1011190,2020-01-30,7.99,69,Very Positive,88,Kaigan Games,Neon Doctrine
Metal Gear Solid V: The Phantom Pain,287700,2015-09-01,19.99,91,Very Positive,91,KONAMI,KONAMI
Moss,846470,2018-06-07,19.99,81,Very Positive,94,Polyarc,Polyarc
Faeria,397060,2016-02-29,19.99,81,Very Positive,84,Abrakam Entertainment SA,Versus Evil
Inscryption,1092790,2021-10-19,19.99,85,Overwhelmingly Positive,96,Daniel Mullins Games,Devolver Digital
8BitBoy,296910,2012-11-22,6.99,64,Mostly Positive,73,AwesomeBlade,AwesomeBlade
Batman: The Enemy Within - The Telltale Series,675260,2017-08-08,14.99,79,Very Positive,91,Telltale,Telltale
Furi,423230,2016-07-05,19.99,76,Very Positive,91,The Game Bakers,The Game Bakers
Help Will Come Tomorrow,1119600,2020-04-21,19.99,67,Very Positive,81,Arclight Creations,Klabater
The Aquatic Adventure of the Last Human,401360,2016-01-19,9.99,76,Mostly Positive,75,YCJY Games,YCJY Games
Reus,222730,2013-05-16,9.99,75,Mostly Positive,78,Abbey Games,Abbey Games
Angry Birds VR: Isle of Pigs,1001140,2019-02-07,19.99,79,Very Positive,90,Resolution Games,Resolution Games
UnderMine,656350,2020-08-06,19.99,79,Very Positive,91,Thorium,Thorium
Until You Fall,858260,2019-10-10,24.99,87,Very Positive,94,Schell Games,Schell Games
RESTLESS SOUL,1748230,2022-09-01,14.99,54,Very Positive,94,Fuz Games,Graffiti Games
SUPERHOT,322500,2016-02-25,24.99,82,Very Positive,91,SUPERHOT Team,SUPERHOT Team
A Space for the Unbound,1201270,2023-01-19,19.99,86,Overwhelmingly Positive,98,Mojiken,Toge Productions
Broken Pieces,1293730,2022-09-09,24.99,66,Mostly Positive,74,Elseware Experience,Freedom Games
Minute of Islands,1049710,2021-06-13,19.99,73,Mostly Positive,78,Studio Fizbin,Assemble Entertainment
Unusual Findings,1605320,2022-10-12,19.99,73,Very Positive,91,Epic Llama Games,ESDigital Games
Dead Cells,588650,2018-08-06,24.99,89,Overwhelmingly Positive,97,Motion Twin,Motion Twin
BUTCHER,474210,2016-10-05,9.99,70,Very Positive,90,Phobia Game Studio,Transhuman Design
Narcosis,366870,2017-03-28,14.99,72,Mostly Positive,75,"Honor Code, Inc.","Honor Code, Inc."
Diaries of a Spaceport Janitor,436500,2016-09-16,9.99,69,Mostly Positive,79,Sundae Month,Sundae Month
Toodee and Topdee,1303950,2021-08-04,19.99,74,Overwhelmingly Positive,95,dietzribi,dietzribi
The Legend of Tianding,1406850,2021-11-01,19.99,81,Overwhelmingly Positive,95,Creative Games Computer Graphics Corporation, Neon Doctrine
Venba,1491670,2023-07-31,14.99,79,Very Positive,94,Visai Games,Visai Games
Trine 3: The Artifacts of Power,319910,2015-08-20,21.99,68,Mixed,64,Frozenbyte,Frozenbyte
Double Dragon Gaiden: Rise Of The Dragons,1967260,2023-07-27,24.99,78,Very Positive,83,Secret Base,Joystick
Planetbase,403190,2015-10-15,14.99,70,Mostly Positive,79,Madruga Works,Madruga Works
TASOMACHI: Behind the Twilight,1015890,2021-04-14,19.99,56,Mostly Positive,75,Orbital Express,PLAYISM
